Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Purchase Frequency
1341,18-25,Male,Wallet,Accessories,10.0,Pennsylvania,N/A,Blue,Summer,5,No,Debit Card,Standard,Yes,No,8,Weekly
1342,36-45,Female,Jeans,Clothing,77.74,Pennsylvania,S,Red,Fall,5,Yes,Cash,Standard,No,No,8,Quarterly
1343,36-45,Female,Belt,Accessories,58.77,New York,N/A,Black,Fall,5,No,Bank Transfer,Standard,No,Yes,3,Annually
1344,65+,Male,Fragrance,Beauty & Personal Care,69.88,Pennsylvania,N/A,N/A,Fall,4,No,Cash,Express,No,No,5,Weekly
1345,46-55,Female,Novel,Books & Media,24.21,Illinois,N/A,N/A,Winter,5,No,Credit Card,Standard,No,No,5,Quarterly
1346,26-35,Male,Bike,Sports & Outdoors,108.77,New York,N/A,N/A,Spring,5,Yes,Debit Card,Standard,Yes,No,6,Annually
1347,18-25,Male,DVD,Books & Media,25.97,Florida,N/A,N/A,Winter,5,No,Credit Card,Standard,Yes,No,5,Monthly
1348,65+,Other,Shirt,Clothing,67.21,Georgia,XS,Brown,Winter,5,Yes,Debit Card,Next Day Delivery,No,No,7,Monthly
1349,36-45,Female,Skincare,Beauty & Personal Care,67.67,North Carolina,N/A,N/A,Fall,5,No,PayPal,Standard,No,No,8,Quarterly
1350,36-45,Female,Music Album,Books & Media,11.75,New Jersey,N/A,N/A,Spring,5,No,Debit Card,Standard,No,No,7,Weekly
1351,26-35,Female,Blouse,Clothing,106.04,California,S,Black,Fall,5,No,PayPal,Express,No,No,6,Bi-Weekly
1352,18-25,Male,Wallet,Accessories,136.24,Pennsylvania,N/A,Brown,Spring,3,No,Credit Card,Next Day Delivery,Yes,Yes,7,Weekly
1353,18-25,Female,Dress,Clothing,90.74,Texas,M,Blue,Winter,4,Yes,Debit Card,Express,Yes,No,5,Bi-Weekly
1354,56-65,Male,Novel,Books & Media,16.22,Florida,N/A,N/A,Fall,5,No,Cash,Free Shipping,Yes,Yes,6,Quarterly
1355,65+,Male,Smartwatch,Electronics,456.69,North Carolina,N/A,N/A,Summer,4,No,Bank Transfer,Free Shipping,No,No,2,Quarterly
1356,36-45,Male,Bike,Sports & Outdoors,115.38,New York,N/A,N/A,Spring,5,Yes,Debit Card,Next Day Delivery,No,No,6,Weekly
1357,36-45,Male,Action Figure,Toys & Games,53.41,New Jersey,N/A,N/A,Summer,4,No,Credit Card,Standard,Yes,Yes,10,Quarterly
1358,18-25,Female,Watch,Accessories,20.17,New Jersey,N/A,White,Winter,4,No,PayPal,Express,No,No,8,Quarterly
1359,18-25,Male,Camping Gear,Sports & Outdoors,181.31,Michigan,N/A,N/A,Fall,5,No,Debit Card,Free Shipping,No,No,4,Bi-Weekly
1360,56-65,Female,Laptop,Electronics,687.24,New York,N/A,N/A,Fall,4,No,PayPal,Free Shipping,Yes,No,3,Annually
1361,56-65,Other,Jewelry,Accessories,83.88,New York,N/A,Black,Fall,5,No,PayPal,Express,No,No,2,Monthly
1362,56-65,Female,Laptop,Electronics,483.47,Georgia,N/A,N/A,Spring,5,No,Credit Card,Express,No,No,6,Weekly
1363,46-55,Female,Sandals,Footwear,154.92,California,L,Gray,Winter,3,Yes,Debit Card,Next Day Delivery,No,No,7,Weekly
1364,56-65,Male,Headphones,Electronics,492.04,Ohio,N/A,N/A,Summer,5,No,Cash,Free Shipping,No,No,4,Annually
1365,46-55,Female,Puzzle,Toys & Games,27.63,California,N/A,N/A,Winter,5,No,Debit Card,Next Day Delivery,No,No,7,Weekly
1366,18-25,Male,Fragrance,Beauty & Personal Care,72.76,New York,N/A,N/A,Fall,5,Yes,Cash,Free Shipping,No,No,3,Bi-Weekly
1367,56-65,Female,Garden Tools,Home & Garden,125.0,Michigan,N/A,N/A,Winter,5,No,Bank Transfer,Free Shipping,No,No,6,Weekly
1368,65+,Male,Jeans,Clothing,113.39,New York,XS,White,Spring,5,No,Credit Card,Standard,No,No,5,Annually
1369,36-45,Female,Watch,Accessories,107.52,North Carolina,N/A,Black,Fall,4,No,Cash,Free Shipping,No,Yes,3,Quarterly
1370,46-55,Female,Laptop,Electronics,399.7,Virginia,N/A,N/A,Fall,4,No,PayPal,Express,No,No,1,Bi-Weekly
1371,26-35,Male,Sports Apparel,Sports & Outdoors,74.02,Virginia,N/A,N/A,Fall,5,No,Credit Card,Standard,No,No,7,Bi-Weekly
1372,56-65,Female,DVD,Books & Media,29.31,Virginia,N/A,N/A,Summer,5,No,Cash,Next Day Delivery,No,No,3,Weekly
1373,26-35,Female,Sandals,Footwear,74.78,Georgia,S,Black,Winter,5,Yes,PayPal,Next Day Delivery,No,No,8,Weekly
1374,26-35,Female,Furniture,Home & Garden,84.74,Florida,N/A,N/A,Spring,5,Yes,Bank Transfer,Next Day Delivery,No,Yes,4,Quarterly
1375,56-65,Other,Jacket,Clothing,62.04,New York,L,Black,Spring,4,No,Credit Card,Next Day Delivery,No,No,7,Bi-Weekly
1376,56-65,Male,Action Figure,Toys & Games,71.61,Florida,N/A,N/A,Spring,5,No,Credit Card,Next Day Delivery,No,No,3,Monthly
1377,46-55,Female,DVD,Books & Media,18.89,North Carolina,N/A,N/A,Fall,5,Yes,PayPal,Next Day Delivery,No,No,11,Monthly
1378,46-55,Male,Blouse,Clothing,78.2,Pennsylvania,M,Gray,Fall,5,No,Bank Transfer,Free Shipping,Yes,No,8,Weekly
1379,36-45,Male,Board Game,Toys & Games,56.01,Florida,N/A,N/A,Winter,4,Yes,Cash,Express,No,No,12,Monthly
1380,46-55,Male,Pants,Clothing,78.92,Michigan,L,Blue,Summer,5,Yes,Credit Card,Express,No,No,7,Quarterly
1381,65+,Female,Headphones,Electronics,218.37,New Jersey,N/A,N/A,Winter,5,Yes,Bank Transfer,Express,Yes,Yes,11,Monthly
1382,65+,Female,Sports Apparel,Sports & Outdoors,84.67,Ohio,N/A,N/A,Winter,3,No,Debit Card,Next Day Delivery,No,No,2,Bi-Weekly
1383,18-25,Female,Puzzle,Toys & Games,27.24,Michigan,N/A,N/A,Spring,4,No,PayPal,Free Shipping,Yes,Yes,4,Annually
1384,36-45,Female,Furniture,Home & Garden,194.78,California,N/A,N/A,Winter,5,No,Cash,Free Shipping,Yes,No,6,Bi-Weekly
1385,56-65,Female,Garden Tools,Home & Garden,173.22,North Carolina,N/A,N/A,Summer,5,No,Debit Card,Free Shipping,No,No,6,Monthly
1386,18-25,Female,Furniture,Home & Garden,175.07,Georgia,N/A,N/A,Spring,4,No,Cash,Next Day Delivery,No,No,4,Annually
1387,18-25,Male,Jacket,Clothing,15.97,Illinois,XS,Red,Fall,5,No,Credit Card,Standard,No,No,5,Monthly
1388,26-35,Female,Sports Apparel,Sports & Outdoors,43.2,North Carolina,N/A,N/A,Summer,5,No,Credit Card,Next Day Delivery,Yes,No,7,Bi-Weekly
1389,65+,Other,Jewelry,Accessories,25.92,Michigan,N/A,Black,Fall,5,Yes,Cash,Standard,No,No,2,Quarterly
1390,36-45,Female,Wallet,Accessories,105.68,New Jersey,N/A,Red,Winter,5,Yes,PayPal,Standard,No,No,5,Monthly
1391,36-45,Other,Kitchenware,Home & Garden,105.17,Michigan,N/A,N/A,Winter,5,No,Debit Card,Express,Yes,No,4,Bi-Weekly
1392,36-45,Male,Heels,Footwear,111.23,North Carolina,S,Blue,Fall,4,No,Credit Card,Next Day Delivery,No,No,7,Annually
1393,65+,Male,Magazine,Books & Media,30.1,Ohio,N/A,N/A,Winter,5,No,Credit Card,Express,Yes,Yes,4,Annually
1394,46-55,Female,Sports Apparel,Sports & Outdoors,184.23,Georgia,N/A,N/A,Fall,4,No,PayPal,Free Shipping,Yes,No,6,Quarterly
1395,46-55,Female,Novel,Books & Media,27.31,North Carolina,N/A,N/A,Spring,5,No,PayPal,Standard,No,No,8,Bi-Weekly
1396,56-65,Female,Kitchenware,Home & Garden,96.35,Michigan,N/A,N/A,Fall,5,No,Cash,Next Day Delivery,Yes,No,8,Weekly
1397,46-55,Male,Heels,Footwear,176.73,New Jersey,XS,Red,Winter,4,No,Credit Card,Standard,No,No,2,Weekly
1398,36-45,Male,Headphones,Electronics,521.75,Michigan,N/A,N/A,Spring,5,No,Debit Card,Free Shipping,No,Yes,5,Monthly
1399,18-25,Female,Camera,Electronics,250.69,Michigan,N/A,N/A,Spring,4,No,Cash,Express,No,No,11,Annually
1400,65+,Other,Magazine,Books & Media,29.18,New York,N/A,N/A,Summer,5,No,Debit Card,Next Day Delivery,Yes,No,5,Weekly
1401,46-55,Male,Watch,Accessories,103.9,Texas,N/A,Black,Summer,4,No,Bank Transfer,Standard,No,No,6,Annually
1402,18-25,Other,Handbag,Accessories,106.24,Texas,N/A,Red,Spring,5,No,Bank Transfer,Free Shipping,No,No,5,Quarterly
1403,18-25,Female,Headphones,Electronics,443.11,Ohio,N/A,N/A,Winter,4,Yes,Cash,Express,Yes,Yes,6,Annually
1404,36-45,Female,Novel,Books & Media,14.25,Ohio,N/A,N/A,Summer,4,No,Credit Card,Express,Yes,No,10,Bi-Weekly
1405,65+,Male,Handbag,Accessories,145.49,North Carolina,N/A,Gray,Summer,5,No,PayPal,Free Shipping,No,No,7,Monthly
1406,36-45,Male,Smartwatch,Electronics,253.88,Georgia,N/A,N/A,Fall,5,No,Debit Card,Free Shipping,No,No,6,Quarterly
1407,65+,Female,Tablet,Electronics,114.13,Ohio,N/A,N/A,Winter,4,Yes,Cash,Standard,No,No,10,Monthly
1408,46-55,Female,Smartwatch,Electronics,657.25,Ohio,N/A,N/A,Spring,4,Yes,Bank Transfer,Next Day Delivery,Yes,No,5,Weekly
1409,65+,Male,Novel,Books & Media,30.88,Pennsylvania,N/A,N/A,Summer,4,Yes,PayPal,Free Shipping,No,No,14,Monthly
1410,18-25,Male,Sandals,Footwear,153.53,North Carolina,XL,White,Fall,5,No,Bank Transfer,Free Shipping,No,No,9,Annually
1411,18-25,Female,Casual Shoes,Footwear,93.77,Florida,M,Gray,Fall,5,No,PayPal,Express,Yes,Yes,2,Monthly
1412,65+,Male,Bedding,Home & Garden,210.9,Texas,N/A,N/A,Winter,5,No,PayPal,Free Shipping,No,No,6,Annually
1413,65+,Other,Running Shoes,Footwear,149.98,Virginia,XL,Brown,Fall,5,No,Cash,Next Day Delivery,No,Yes,4,Annually
1414,56-65,Female,Bike,Sports & Outdoors,58.37,Texas,N/A,N/A,Spring,4,No,Credit Card,Express,No,No,7,Bi-Weekly
1415,18-25,Female,Tablet,Electronics,446.92,New Jersey,N/A,N/A,Winter,5,No,Debit Card,Express,Yes,No,3,Bi-Weekly
1416,18-25,Female,Casual Shoes,Footwear,94.71,Ohio,L,Black,Spring,5,No,Bank Transfer,Next Day Delivery,No,Yes,7,Weekly
1417,18-25,Female,Tablet,Electronics,174.73,Pennsylvania,N/A,N/A,Spring,5,No,Cash,Next Day Delivery,No,No,4,Weekly
1418,65+,Female,Music Album,Books & Media,31.48,Florida,N/A,N/A,Summer,3,Yes,Cash,Next Day Delivery,No,No,7,Quarterly
1419,46-55,Other,Kitchenware,Home & Garden,197.89,New York,N/A,N/A,Summer,5,No,PayPal,Express,No,No,6,Weekly
1420,56-65,Female,Jeans,Clothing,97.16,New Jersey,XS,White,Spring,4,No,Cash,Standard,No,No,5,Monthly
1421,46-55,Male,Board Game,Toys & Games,16.25,Pennsylvania,N/A,N/A,Summer,5,No,Bank Transfer,Free Shipping,No,No,7,Bi-Weekly
1422,26-35,Female,DVD,Books & Media,10.0,Pennsylvania,N/A,N/A,Summer,3,No,Credit Card,Free Shipping,No,No,5,Quarterly
1423,65+,Female,Skincare,Beauty & Personal Care,57.58,Michigan,N/A,N/A,Spring,5,No,Cash,Next Day Delivery,No,No,8,Weekly
1424,18-25,Male,Magazine,Books & Media,10.0,California,N/A,N/A,Fall,5,No,Credit Card,Express,No,No,6,Monthly
1425,36-45,Male,Hair Care,Beauty & Personal Care,28.71,Texas,N/A,N/A,Summer,5,Yes,Debit Card,Standard,No,No,8,Annually
1426,56-65,Female,Belt,Accessories,64.33,Michigan,N/A,Green,Fall,5,No,PayPal,Standard,Yes,No,7,Annually
1427,65+,Male,Smartwatch,Electronics,164.66,Georgia,N/A,N/A,Fall,5,Yes,Credit Card,Standard,No,Yes,7,Monthly
1428,46-55,Female,Kitchenware,Home & Garden,200.33,Pennsylvania,N/A,N/A,Spring,5,Yes,Cash,Express,No,No,12,Annually
1429,65+,Male,Fitness Equipment,Sports & Outdoors,155.24,New York,N/A,N/A,Winter,4,No,Credit Card,Standard,No,No,4,Monthly
1430,18-25,Male,Skincare,Beauty & Personal Care,59.46,North Carolina,N/A,N/A,Winter,5,Yes,Cash,Next Day Delivery,No,No,6,Weekly
1431,18-25,Male,Jacket,Clothing,86.34,North Carolina,S,Gray,Fall,5,No,PayPal,Free Shipping,No,Yes,5,Monthly
1432,26-35,Female,Shirt,Clothing,69.08,California,S,Green,Winter,5,No,Credit Card,Free Shipping,No,Yes,3,Weekly
1433,46-55,Male,Makeup,Beauty & Personal Care,51.01,Ohio,N/A,N/A,Winter,4,Yes,Bank Transfer,Express,No,Yes,5,Weekly
1434,46-55,Male,Smartwatch,Electronics,390.43,Pennsylvania,N/A,N/A,Fall,5,Yes,Cash,Next Day Delivery,No,Yes,4,Quarterly
1435,18-25,Male,Handbag,Accessories,62.51,Texas,N/A,Green,Spring,4,No,Cash,Free Shipping,No,No,4,Annually
1436,56-65,Female,Blouse,Clothing,107.95,California,S,Brown,Spring,5,No,Credit Card,Standard,No,Yes,8,Bi-Weekly
1437,46-55,Male,Sandals,Footwear,125.55,California,M,Blue,Summer,5,No,Debit Card,Express,No,No,5,Annually
1438,46-55,Female,Novel,Books & Media,10.0,New Jersey,N/A,N/A,Spring,5,No,Credit Card,Next Day Delivery,No,Yes,4,Annually
1439,26-35,Female,DVD,Books & Media,32.46,New York,N/A,N/A,Winter,4,No,Debit Card,Next Day Delivery,No,No,9,Annually
1440,36-45,Male,Belt,Accessories,92.83,Illinois,N/A,Blue,Spring,5,No,Credit Card,Next Day Delivery,No,No,9,Quarterly
1441,65+,Female,DVD,Books & Media,36.6,Texas,N/A,N/A,Summer,5,No,Cash,Express,No,Yes,6,Monthly
1442,65+,Other,Action Figure,Toys & Games,34.71,Texas,N/A,N/A,Fall,5,No,Cash,Standard,No,No,11,Bi-Weekly
1443,65+,Female,Music Album,Books & Media,26.29,Texas,N/A,N/A,Spring,4,No,PayPal,Standard,No,Yes,7,Monthly
1444,36-45,Female,Hair Care,Beauty & Personal Care,40.15,Texas,N/A,N/A,Spring,5,Yes,Debit Card,Free Shipping,Yes,No,6,Quarterly
1445,18-25,Male,Fragrance,Beauty & Personal Care,37.2,Georgia,N/A,N/A,Spring,5,No,Cash,Express,Yes,No,4,Quarterly
1446,26-35,Male,Skincare,Beauty & Personal Care,45.11,New Jersey,N/A,N/A,Fall,5,No,Credit Card,Next Day Delivery,No,No,4,Weekly
1447,56-65,Female,Sports Apparel,Sports & Outdoors,109.45,Michigan,N/A,N/A,Summer,4,No,Credit Card,Next Day Delivery,No,No,9,Annually
1448,46-55,Female,Skincare,Beauty & Personal Care,50.69,Texas,N/A,N/A,Winter,5,No,Debit Card,Free Shipping,No,No,5,Quarterly
1449,56-65,Male,Puzzle,Toys & Games,40.92,Florida,N/A,N/A,Winter,5,No,PayPal,Express,Yes,No,3,Bi-Weekly
1450,18-25,Female,Decor,Home & Garden,28.42,Texas,N/A,N/A,Summer,3,No,Bank Transfer,Next Day Delivery,No,No,6,Monthly
1451,56-65,Female,Skincare,Beauty & Personal Care,32.4,Michigan,N/A,N/A,Fall,5,No,Debit Card,Next Day Delivery,No,No,5,Monthly
1452,65+,Male,Shirt,Clothing,85.44,Illinois,XL,Gray,Fall,5,No,Debit Card,Express,No,Yes,8,Quarterly
1453,46-55,Male,Jacket,Clothing,91.75,California,L,Black,Fall,5,No,PayPal,Express,No,Yes,6,Quarterly
1454,18-25,Male,Headphones,Electronics,633.72,Michigan,N/A,N/A,Fall,4,Yes,Credit Card,Free Shipping,No,No,5,Bi-Weekly
1455,36-45,Female,Decor,Home & Garden,126.17,Georgia,N/A,N/A,Summer,5,Yes,Cash,Express,No,No,6,Bi-Weekly
1456,56-65,Male,Pants,Clothing,93.55,Texas,XS,White,Winter,5,No,Bank Transfer,Next Day Delivery,No,No,6,Weekly
1457,56-65,Female,Watch,Accessories,73.35,Virginia,N/A,Blue,Fall,4,No,Credit Card,Next Day Delivery,No,Yes,6,Annually
1458,65+,Female,Sweater,Clothing,71.0,New York,M,Black,Spring,3,No,Bank Transfer,Free Shipping,Yes,Yes,6,Weekly
1459,56-65,Female,Laptop,Electronics,644.93,New York,N/A,N/A,Fall,4,No,Bank Transfer,Next Day Delivery,No,No,5,Quarterly
1460,18-25,Female,Hair Care,Beauty & Personal Care,37.33,Florida,N/A,N/A,Spring,4,Yes,Debit Card,Next Day Delivery,No,No,2,Monthly
1461,46-55,Male,Bike,Sports & Outdoors,30.93,Illinois,N/A,N/A,Spring,5,Yes,Cash,Next Day Delivery,No,No,4,Weekly
1462,36-45,Female,Running Shoes,Footwear,153.64,California,XS,Green,Summer,5,No,Debit Card,Next Day Delivery,No,No,6,Bi-Weekly
1463,46-55,Male,Jeans,Clothing,92.46,Virginia,S,Red,Spring,5,Yes,Credit Card,Express,Yes,No,6,Annually
1464,56-65,Male,Video Game,Toys & Games,29.64,North Carolina,N/A,N/A,Spring,4,No,Bank Transfer,Standard,No,Yes,5,Annually
1465,46-55,Male,Video Game,Toys & Games,34.76,Pennsylvania,N/A,N/A,Fall,5,No,Cash,Next Day Delivery,Yes,Yes,5,Bi-Weekly
1466,36-45,Male,Sunglasses,Accessories,79.16,New York,N/A,Red,Fall,5,No,Credit Card,Express,No,No,8,Quarterly
1467,65+,Female,Hair Care,Beauty & Personal Care,29.76,Texas,N/A,N/A,Fall,3,No,Bank Transfer,Standard,No,Yes,4,Monthly
1468,65+,Male,Magazine,Books & Media,41.38,Georgia,N/A,N/A,Winter,5,No,Cash,Express,No,Yes,7,Annually
1469,26-35,Male,Makeup,Beauty & Personal Care,63.02,Michigan,N/A,N/A,Fall,5,No,Debit Card,Next Day Delivery,No,Yes,10,Monthly
1470,18-25,Male,Tablet,Electronics,277.65,Ohio,N/A,N/A,Summer,5,No,Bank Transfer,Free Shipping,No,No,4,Bi-Weekly
1471,26-35,Female,Novel,Books & Media,11.81,Florida,N/A,N/A,Spring,4,No,PayPal,Next Day Delivery,No,Yes,4,Annually
1472,65+,Male,Novel,Books & Media,10.0,Florida,N/A,N/A,Spring,4,No,PayPal,Standard,No,No,6,Bi-Weekly
1473,18-25,Male,Running Shoes,Footwear,172.91,North Carolina,L,Red,Fall,5,No,Cash,Free Shipping,No,No,9,Annually
1474,26-35,Female,Furniture,Home & Garden,124.99,Pennsylvania,N/A,N/A,Fall,4,No,Bank Transfer,Standard,No,No,6,Weekly
1475,18-25,Female,Bike,Sports & Outdoors,62.84,Ohio,N/A,N/A,Winter,5,No,PayPal,Next Day Delivery,Yes,No,2,Quarterly
1476,65+,Male,Casual Shoes,Footwear,176.75,Florida,XL,Brown,Spring,5,No,Cash,Standard,No,No,4,Annually
1477,56-65,Male,Bike,Sports & Outdoors,127.09,Ohio,N/A,N/A,Fall,5,Yes,PayPal,Express,No,Yes,6,Annually
1478,65+,Male,Furniture,Home & Garden,286.32,New York,N/A,N/A,Fall,5,No,PayPal,Next Day Delivery,No,No,4,Weekly
1479,56-65,Female,Video Game,Toys & Games,55.21,Illinois,N/A,N/A,Fall,5,No,PayPal,Next Day Delivery,No,No,8,Bi-Weekly
1480,26-35,Male,Blouse,Clothing,93.9,Virginia,S,Red,Fall,5,No,Bank Transfer,Next Day Delivery,No,No,7,Weekly
1481,36-45,Male,Kitchenware,Home & Garden,205.07,Texas,N/A,N/A,Fall,5,No,Debit Card,Free Shipping,No,No,11,Quarterly
1482,26-35,Female,Sandals,Footwear,136.99,Illinois,XL,Brown,Spring,5,No,Cash,Next Day Delivery,Yes,No,4,Bi-Weekly
1483,18-25,Male,Belt,Accessories,109.22,North Carolina,N/A,Brown,Summer,5,No,Credit Card,Standard,Yes,No,5,Annually
1484,56-65,Female,Watch,Accessories,108.41,Georgia,N/A,Brown,Spring,5,No,Debit Card,Express,No,No,9,Monthly
1485,56-65,Female,Fragrance,Beauty & Personal Care,33.75,North Carolina,N/A,N/A,Summer,5,No,PayPal,Next Day Delivery,No,No,8,Weekly
1486,65+,Female,Tablet,Electronics,369.67,Ohio,N/A,N/A,Winter,3,Yes,Debit Card,Standard,No,No,4,Bi-Weekly
1487,36-45,Male,Headphones,Electronics,186.65,Texas,N/A,N/A,Summer,5,Yes,Credit Card,Next Day Delivery,No,No,4,Bi-Weekly
1488,56-65,Male,Sports Apparel,Sports & Outdoors,124.17,Georgia,N/A,N/A,Spring,4,Yes,Debit Card,Standard,No,No,10,Quarterly
1489,18-25,Female,Puzzle,Toys & Games,34.82,New York,N/A,N/A,Spring,4,No,Credit Card,Express,No,No,9,Bi-Weekly
1490,56-65,Female,Makeup,Beauty & Personal Care,48.57,New Jersey,N/A,N/A,Summer,4,No,Debit Card,Free Shipping,Yes,No,8,Bi-Weekly
1491,46-55,Male,Casual Shoes,Footwear,172.85,Georgia,M,White,Summer,5,No,Credit Card,Express,No,No,8,Weekly
1492,46-55,Male,Tablet,Electronics,260.83,North Carolina,N/A,N/A,Summer,3,Yes,Cash,Standard,No,No,6,Quarterly
1493,65+,Male,Garden Tools,Home & Garden,100.94,Ohio,N/A,N/A,Summer,5,Yes,Debit Card,Free Shipping,No,Yes,7,Annually
1494,65+,Female,Sandals,Footwear,103.05,New York,M,Gray,Winter,5,No,PayPal,Free Shipping,No,No,6,Annually
1495,36-45,Female,Video Game,Toys & Games,24.57,Illinois,N/A,N/A,Spring,5,Yes,Cash,Standard,Yes,No,5,Monthly
1496,46-55,Male,DVD,Books & Media,34.15,New York,N/A,N/A,Winter,5,No,Credit Card,Express,No,No,7,Quarterly
1497,36-45,Female,Headphones,Electronics,263.93,Virginia,N/A,N/A,Winter,3,No,Cash,Free Shipping,No,Yes,5,Quarterly
1498,56-65,Male,Makeup,Beauty & Personal Care,38.77,California,N/A,N/A,Fall,3,No,Debit Card,Express,Yes,No,3,Quarterly
1499,18-25,Female,Puzzle,Toys & Games,54.01,Illinois,N/A,N/A,Fall,5,Yes,PayPal,Free Shipping,Yes,No,5,Quarterly
1500,46-55,Female,Hair Care,Beauty & Personal Care,42.2,California,N/A,N/A,Fall,5,No,PayPal,Express,No,No,4,Monthly
1501,65+,Female,Dress,Clothing,108.73,Georgia,L,White,Summer,5,Yes,Bank Transfer,Express,No,Yes,6,Weekly
1502,56-65,Male,Camping Gear,Sports & Outdoors,182.78,Michigan,N/A,N/A,Spring,5,No,Credit Card,Free Shipping,No,Yes,7,Weekly
1503,65+,Male,Sports Apparel,Sports & Outdoors,154.2,North Carolina,N/A,N/A,Spring,5,Yes,Credit Card,Express,Yes,No,7,Monthly
1504,56-65,Male,Handbag,Accessories,143.15,North Carolina,N/A,Red,Summer,4,Yes,Debit Card,Express,No,No,4,Monthly
1505,36-45,Female,Makeup,Beauty & Personal Care,30.88,North Carolina,N/A,N/A,Summer,4,Yes,Credit Card,Standard,No,No,5,Weekly
1506,56-65,Male,Smartwatch,Electronics,551.33,Ohio,N/A,N/A,Winter,5,No,Credit Card,Express,No,No,8,Monthly
1507,36-45,Female,Pants,Clothing,47.66,New Jersey,S,Black,Fall,5,No,Credit Card,Free Shipping,No,No,3,Quarterly
1508,26-35,Male,Furniture,Home & Garden,76.74,Texas,N/A,N/A,Spring,5,Yes,Bank Transfer,Free Shipping,Yes,No,4,Weekly
1509,18-25,Male,Action Figure,Toys & Games,49.24,Texas,N/A,N/A,Winter,4,No,Cash,Next Day Delivery,No,No,8,Monthly
1510,46-55,Other,Board Game,Toys & Games,28.04,Illinois,N/A,N/A,Fall,5,No,PayPal,Express,No,No,3,Weekly
1511,36-45,Male,Music Album,Books & Media,14.97,Illinois,N/A,N/A,Winter,5,No,Credit Card,Express,No,No,3,Quarterly
1512,56-65,Other,Bedding,Home & Garden,141.2,Illinois,N/A,N/A,Summer,3,No,PayPal,Standard,Yes,Yes,15,Quarterly
1513,65+,Female,Hair Care,Beauty & Personal Care,24.04,North Carolina,N/A,N/A,Spring,5,No,PayPal,Express,No,No,5,Annually
1514,18-25,Female,Makeup,Beauty & Personal Care,58.98,Georgia,N/A,N/A,Fall,5,Yes,PayPal,Standard,No,No,6,Monthly
1515,36-45,Male,Casual Shoes,Footwear,87.59,Texas,XS,Green,Summer,4,Yes,Cash,Free Shipping,No,Yes,5,Annually
1516,26-35,Female,Laptop,Electronics,17.67,Ohio,N/A,N/A,Winter,4,No,Bank Transfer,Express,No,Yes,7,Weekly
1517,46-55,Male,Bedding,Home & Garden,247.79,Illinois,N/A,N/A,Fall,5,No,Cash,Standard,No,No,10,Monthly
1518,65+,Male,Skincare,Beauty & Personal Care,46.24,Illinois,N/A,N/A,Summer,4,No,Bank Transfer,Free Shipping,No,No,8,Annually
1519,46-55,Male,Camping Gear,Sports & Outdoors,47.73,Pennsylvania,N/A,N/A,Winter,5,No,PayPal,Standard,No,No,6,Weekly
1520,46-55,Female,Tablet,Electronics,695.35,Florida,N/A,N/A,Spring,4,No,Cash,Standard,No,No,5,Bi-Weekly
1521,26-35,Male,Novel,Books & Media,24.05,California,N/A,N/A,Winter,5,No,PayPal,Express,Yes,Yes,4,Annually
1522,46-55,Male,Casual Shoes,Footwear,131.59,North Carolina,L,Red,Spring,5,No,Debit Card,Standard,No,Yes,10,Quarterly
1523,36-45,Female,Garden Tools,Home & Garden,151.71,Pennsylvania,N/A,N/A,Fall,4,No,Bank Transfer,Express,No,No,7,Bi-Weekly
1524,36-45,Male,Action Figure,Toys & Games,52.76,Michigan,N/A,N/A,Fall,5,No,Bank Transfer,Next Day Delivery,No,No,5,Quarterly
1525,46-55,Male,Sunglasses,Accessories,132.12,Virginia,N/A,Gray,Summer,5,No,Cash,Free Shipping,Yes,No,6,Weekly
1526,36-45,Female,Makeup,Beauty & Personal Care,67.14,Florida,N/A,N/A,Winter,3,No,Credit Card,Standard,Yes,Yes,6,Monthly
1527,65+,Female,Handbag,Accessories,52.96,Virginia,N/A,Black,Winter,5,No,Debit Card,Standard,Yes,No,8,Weekly
1528,56-65,Male,Magazine,Books & Media,12.68,Texas,N/A,N/A,Fall,5,No,Bank Transfer,Express,No,No,7,Monthly
1529,65+,Female,Pants,Clothing,68.62,Illinois,M,Brown,Winter,5,No,Bank Transfer,Next Day Delivery,No,No,8,Monthly
1530,56-65,Female,Hair Care,Beauty & Personal Care,39.25,North Carolina,N/A,N/A,Summer,4,No,Credit Card,Express,No,No,6,Weekly
1531,65+,Male,Sunglasses,Accessories,111.7,Florida,N/A,Blue,Spring,5,No,Cash,Free Shipping,No,No,6,Monthly
1532,56-65,Female,Garden Tools,Home & Garden,250.7,New Jersey,N/A,N/A,Winter,5,No,Cash,Express,No,No,11,Weekly
1533,26-35,Female,Watch,Accessories,102.73,Michigan,N/A,White,Summer,5,Yes,Cash,Free Shipping,No,No,9,Weekly
1534,36-45,Male,Smartphone,Electronics,288.87,Florida,N/A,N/A,Winter,5,No,PayPal,Free Shipping,No,No,3,Monthly
1535,36-45,Other,Board Game,Toys & Games,54.4,New York,N/A,N/A,Winter,4,No,PayPal,Free Shipping,No,No,4,Quarterly
1536,36-45,Female,Garden Tools,Home & Garden,137.54,Pennsylvania,N/A,N/A,Spring,3,No,Bank Transfer,Express,No,No,3,Bi-Weekly
